repo,repo_type,version,real_ver,num_com,sum_cmt,max_com,max_com_cmt,max_P,is_only_one,is_dominate
ansible-role-jenkins-plugins,deployment,14,2,2,2,red hat,1,0.5,N,N
ansible-role-jenkins-plugins,deployment,13,1,1,6,red hat,1,0.5,Y,Y
fuel-plugin-vxlan,deployment,13,2,1,1,openstack foundation,1,0.5,Y,Y
fuel-plugin-vxlan,deployment,12,1,1,1,orange,1,0.5,Y,Y
oslosphinx,infra tools,18,11,2,2,ntt,1,0.5,N,N
oslosphinx,infra tools,17,10,1,2,suse,1,0.5,Y,Y
oslosphinx,infra tools,16,9,5,7,red hat,2,0.2857142857142857,N,N
oslosphinx,infra tools,15,8,4,6,independent,2,0.3333333333333333,N,N
oslosphinx,infra tools,14,7,5,7,nec,2,0.2857142857142857,N,N
oslosphinx,infra tools,13,6,4,4,hpe,1,0.25,N,N
oslosphinx,infra tools,12,5,4,9,hpe,5,0.5555555555555556,N,Y
oslosphinx,infra tools,11,4,3,9,hpe,7,0.7777777777777778,N,Y
oslosphinx,infra tools,10,3,3,4,hpe,2,0.5,N,Y
oslosphinx,infra tools,9,2,5,6,suse,2,0.3333333333333333,N,N
oslosphinx,infra tools,8,1,4,5,hpe,2,0.4,N,N
tempest-plugin-cookiecutter,component,17,5,1,1,suse,2,0.4,Y,Y
tempest-plugin-cookiecutter,component,13,1,1,2,nec,2,0.4,Y,Y
python-tricircleclient,Client,18,4,4,5,independent,2,0.4,N,N
python-tricircleclient,Client,17,3,1,1,independent,2,0.4,Y,Y
python-tricircleclient,Client,16,2,5,20,intel,8,0.4,N,N
python-tricircleclient,Client,15,1,1,3,intel,8,0.4,Y,Y
fuel-plugin-vmware-dvs,deployment,15,4,1,7,mirantis,8,0.4,Y,Y
fuel-plugin-vmware-dvs,deployment,14,3,1,56,mirantis,8,0.4,Y,Y
fuel-plugin-vmware-dvs,deployment,13,2,1,70,mirantis,8,0.4,Y,Y
fuel-plugin-vmware-dvs,deployment,12,1,1,35,mirantis,8,0.4,Y,Y
watcher-tempest-plugin,component,18,6,4,15,servionica,8,0.5333333333333333,N,Y
watcher-tempest-plugin,component,16,4,10,14,servionica,4,0.2857142857142857,N,N
watcher-tempest-plugin,component,15,3,5,12,b<>com,5,0.4166666666666667,N,N
watcher-tempest-plugin,component,14,2,5,16,b<>com,12,0.75,N,Y
watcher-tempest-plugin,component,13,1,3,12,b<>com,9,0.75,N,Y
ironic-staging-drivers,component,18,6,5,12,red hat,7,0.5833333333333334,N,Y
ironic-staging-drivers,component,17,5,3,16,mirantis,12,0.75,N,Y
ironic-staging-drivers,component,16,4,5,21,mirantis,17,0.8095238095238095,N,Y
ironic-staging-drivers,component,15,3,2,14,mirantis,13,0.9285714285714286,N,Y
ironic-staging-drivers,component,14,2,3,11,mirantis,7,0.6363636363636364,N,Y
ironic-staging-drivers,component,13,1,4,4,independent,1,0.25,N,N
fuel-plugin-cinder-netapp,deployment,16,6,1,1,mirantis,1,0.25,Y,Y
fuel-plugin-cinder-netapp,deployment,15,5,1,3,mirantis,1,0.25,Y,Y
fuel-plugin-cinder-netapp,deployment,14,4,2,14,mirantis,13,0.9285714285714286,N,Y
fuel-plugin-cinder-netapp,deployment,13,3,3,5,dell,2,0.4,N,N
fuel-plugin-cinder-netapp,deployment,12,2,2,7,mirantis,4,0.5714285714285714,N,Y
fuel-plugin-cinder-netapp,deployment,11,1,2,5,mirantis,4,0.8,N,Y
swiftonfile,component,17,10,1,1,zte corporation,4,0.8,Y,Y
swiftonfile,component,16,9,1,1,nec,4,0.8,Y,Y
swiftonfile,component,14,7,2,4,red hat,3,0.75,N,Y
swiftonfile,component,13,6,4,13,red hat,10,0.7692307692307693,N,Y
swiftonfile,component,12,5,3,11,red hat,9,0.8181818181818182,N,Y
swiftonfile,component,11,4,2,9,red hat,6,0.6666666666666666,N,Y
swiftonfile,component,10,3,2,70,red hat,69,0.9857142857142858,N,Y
swiftonfile,component,9,2,2,64,red hat,63,0.984375,N,Y
swiftonfile,component,8,1,2,140,red hat,138,0.9857142857142858,N,Y
airship-berth,deployment,18,2,1,1,at&t,138,0.9857142857142858,Y,Y
airship-berth,deployment,17,1,2,8,dell,7,0.875,N,Y
ansible-role-k8s-keystone,deployment,17,2,1,5,independent,7,0.875,Y,Y
ansible-role-k8s-keystone,deployment,16,1,2,13,independent,10,0.7692307692307693,N,Y
python-tackerclient,Client,18,9,4,13,independent,9,0.6923076923076923,N,Y
python-tackerclient,Client,17,8,5,16,independent,5,0.3125,N,N
python-tackerclient,Client,16,7,8,15,99cloud,3,0.2,N,N
python-tackerclient,Client,15,6,11,18,independent,3,0.16666666666666666,N,N
python-tackerclient,Client,14,5,15,37,red hat,9,0.24324324324324326,N,N
python-tackerclient,Client,13,4,12,27,deutsche telekom,6,0.2222222222222222,N,N
python-tackerclient,Client,12,3,7,15,intel,7,0.4666666666666667,N,Y
python-tackerclient,Client,11,2,1,7,intel,7,0.4666666666666667,Y,Y
python-tackerclient,Client,10,1,2,8,intel,7,0.875,N,Y
osops-coda,community,16,2,1,1,rackspace,7,0.875,Y,Y
osops-coda,community,15,1,1,1,fujitsu,7,0.875,Y,Y
bareon,component,17,8,2,4,cray,3,0.75,N,Y
bareon,component,16,7,3,8,mirantis,5,0.625,N,Y
bareon,component,15,6,4,39,mirantis,36,0.9230769230769231,N,Y
bareon,component,14,5,4,50,mirantis,47,0.94,N,Y
bareon,component,13,4,4,46,mirantis,41,0.8913043478260869,N,Y
bareon,component,12,3,2,58,mirantis,57,0.9827586206896551,N,Y
bareon,component,11,2,2,49,mirantis,47,0.9591836734693877,N,Y
bareon,component,10,1,2,21,mirantis,20,0.9523809523809523,N,Y
os-performance-tools,community,13,1,2,27,ibm,25,0.9259259259259259,N,Y
monitorstack,component,18,3,2,2,netapp,1,0.5,N,N
monitorstack,component,17,2,2,2,99cloud,1,0.5,N,N
monitorstack,component,16,1,5,45,rackspace,36,0.8,N,Y
molteniron,component,18,5,1,1,red hat,36,0.8,Y,Y
molteniron,component,16,3,2,2,ibm,1,0.5,N,N
molteniron,component,15,2,3,27,ibm,25,0.9259259259259259,N,Y
molteniron,component,14,1,1,1,ibm,25,0.9259259259259259,Y,Y
congress-dashboard,component,18,3,6,12,99cloud,5,0.4166666666666667,N,N
congress-dashboard,component,17,2,2,5,nec,4,0.8,N,Y
congress-dashboard,component,16,1,6,22,nec,16,0.7272727272727273,N,Y
murano-plugin-networking-sfc,component,14,1,1,5,mirantis,16,0.7272727272727273,Y,Y
debtcollector,component,18,8,2,5,red hat,3,0.6,N,Y
debtcollector,component,17,7,2,3,suse,2,0.6666666666666666,N,Y
debtcollector,component,16,6,4,6,easystack,2,0.3333333333333333,N,N
debtcollector,component,15,5,3,4,easystack,2,0.5,N,Y
debtcollector,component,14,4,6,6,easystack,1,0.16666666666666666,N,N
debtcollector,component,13,3,4,8,easystack,3,0.375,N,N
debtcollector,component,12,2,5,14,yahoo!,8,0.5714285714285714,N,Y
debtcollector,component,11,1,2,14,yahoo!,12,0.8571428571428571,N,Y
ansible-role-systemd_service,deployment,18,3,5,18,rackspace,10,0.5555555555555556,N,Y
ansible-role-systemd_service,deployment,16,1,1,3,rackspace,10,0.5555555555555556,Y,Y
vitrage,component,18,6,8,76,nokia,54,0.7105263157894737,N,Y
vitrage,component,17,5,14,167,nokia,119,0.7125748502994012,N,Y
vitrage,component,16,4,13,126,nokia,77,0.6111111111111112,N,Y
vitrage,component,15,3,10,95,nokia,50,0.5263157894736842,N,Y
vitrage,component,14,2,8,174,nokia,138,0.7931034482758621,N,Y
vitrage,component,13,1,3,280,nokia,277,0.9892857142857143,N,Y
networking-midonet,component,18,11,9,22,ibm,6,0.2727272727272727,N,N
networking-midonet,component,17,10,5,39,midokura,32,0.8205128205128205,N,Y
networking-midonet,component,16,9,7,130,midokura,114,0.8769230769230769,N,Y
networking-midonet,component,15,8,9,78,midokura,60,0.7692307692307693,N,Y
networking-midonet,component,14,7,12,92,midokura,65,0.7065217391304348,N,Y
networking-midonet,component,13,6,7,109,midokura,78,0.7155963302752294,N,Y
networking-midonet,component,12,5,3,95,midokura,93,0.9789473684210527,N,Y
networking-midonet,component,11,4,1,106,midokura,93,0.9789473684210527,Y,Y
networking-midonet,component,10,3,2,54,midokura,31,0.5740740740740741,N,Y
networking-midonet,component,9,2,9,12,midokura,3,0.25,N,N
networking-midonet,component,8,1,7,13,suse,4,0.3076923076923077,N,N
puppet-setproxy,deployment,12,1,1,1,hp,4,0.3076923076923077,Y,Y
monasca-transform,component,18,5,7,14,fujitsu,4,0.2857142857142857,N,N
monasca-transform,component,17,4,2,2,fujitsu,1,0.5,N,N
monasca-transform,component,16,3,8,19,hp,9,0.47368421052631576,N,Y
monasca-transform,component,15,2,6,19,hpe,10,0.5263157894736842,N,Y
monasca-transform,component,14,1,3,32,hpe,23,0.71875,N,Y
tempest-lib,component,13,9,7,22,nec,10,0.45454545454545453,N,Y
tempest-lib,component,12,8,7,40,nec,18,0.45,N,Y
tempest-lib,component,11,7,7,36,hpe,20,0.5555555555555556,N,Y
tempest-lib,component,10,6,5,32,hpe,23,0.71875,N,Y
tempest-lib,component,9,5,10,33,ibm,9,0.2727272727272727,N,N
tempest-lib,component,8,4,7,22,red hat,9,0.4090909090909091,N,N
tempest-lib,component,7,3,4,9,red hat,4,0.4444444444444444,N,N
tempest-lib,component,6,2,2,3,red hat,2,0.6666666666666666,N,Y
tempest-lib,component,5,1,2,2,canonical,1,0.5,N,N
charm-barbican,deployment,18,6,2,8,canonical,7,0.875,N,Y
charm-barbican,deployment,17,5,1,10,canonical,7,0.875,Y,Y
charm-barbican,deployment,16,4,1,5,canonical,7,0.875,Y,Y
charm-barbican,deployment,15,3,1,5,canonical,7,0.875,Y,Y
charm-barbican,deployment,14,2,1,27,canonical,7,0.875,Y,Y
charm-barbican,deployment,13,1,1,6,canonical,7,0.875,Y,Y
charm-keystone-ldap,deployment,18,4,2,6,canonical,5,0.8333333333333334,N,Y
charm-keystone-ldap,deployment,17,3,1,9,canonical,5,0.8333333333333334,Y,Y
charm-keystone-ldap,deployment,16,2,1,6,canonical,5,0.8333333333333334,Y,Y
charm-keystone-ldap,deployment,15,1,1,8,canonical,5,0.8333333333333334,Y,Y
fuel-plugin-ldap-slaves,deployment,14,1,1,1,independent,5,0.8333333333333334,Y,Y
kiloeyes,component,14,3,2,6,independent,5,0.8333333333333334,N,Y
kiloeyes,component,13,2,3,16,ibm,14,0.875,N,Y
kiloeyes,component,12,1,1,3,ibm,14,0.875,Y,Y
alexandria,component,13,2,3,6,independent,4,0.6666666666666666,N,Y
alexandria,component,12,1,1,24,independent,4,0.6666666666666666,Y,Y
neutron-fwaas,component,18,16,15,37,fujitsu,11,0.2972972972972973,N,N
neutron-fwaas,component,17,15,9,26,fujitsu,14,0.5384615384615384,N,Y
neutron-fwaas,component,16,14,18,75,fujitsu,14,0.18666666666666668,N,N
neutron-fwaas,component,15,13,15,56,fujitsu,11,0.19642857142857142,N,N
neutron-fwaas,component,14,12,14,54,comcast,13,0.24074074074074073,N,N
neutron-fwaas,component,13,11,16,49,midokura,8,0.16326530612244897,N,N
neutron-fwaas,component,12,10,13,49,red hat,10,0.20408163265306123,N,N
neutron-fwaas,component,11,9,19,95,red hat,23,0.24210526315789474,N,N
neutron-fwaas,component,10,8,22,68,red hat,17,0.25,N,N
neutron-fwaas,component,9,7,21,42,vmware,4,0.09523809523809523,N,N
neutron-fwaas,component,8,6,20,62,red hat,12,0.1935483870967742,N,N
neutron-fwaas,component,7,5,14,52,red hat,18,0.34615384615384615,N,N
neutron-fwaas,component,6,4,14,28,red hat,5,0.17857142857142858,N,N
neutron-fwaas,component,5,3,6,23,vmware,9,0.391304347826087,N,N
neutron-fwaas,component,3,1,1,1,cisco systems,9,0.391304347826087,Y,Y
neutron-fwaas,component,4,2,2,8,vmware,5,0.625,N,Y
ansible-role-redhat-subscription,deployment,18,5,1,1,red hat,5,0.625,Y,Y
ansible-role-redhat-subscription,deployment,17,4,2,7,red hat,6,0.8571428571428571,N,Y
ansible-role-redhat-subscription,deployment,15,2,1,3,red hat,6,0.8571428571428571,Y,Y
ansible-role-redhat-subscription,deployment,14,1,1,4,red hat,6,0.8571428571428571,Y,Y
puppet-openstack_extras,deployment,18,9,7,23,independent,7,0.30434782608695654,N,N
puppet-openstack_extras,deployment,17,8,6,9,independent,3,0.3333333333333333,N,N
puppet-openstack_extras,deployment,16,7,3,20,red hat,11,0.55,N,Y
puppet-openstack_extras,deployment,15,6,2,9,red hat,6,0.6666666666666666,N,Y
puppet-openstack_extras,deployment,14,5,5,20,red hat,15,0.75,N,Y
puppet-openstack_extras,deployment,13,4,5,17,red hat,12,0.7058823529411765,N,Y
puppet-openstack_extras,deployment,12,3,5,21,red hat,13,0.6190476190476191,N,Y
puppet-openstack_extras,deployment,11,2,4,10,red hat,4,0.4,N,N
puppet-openstack_extras,deployment,10,1,1,1,aptira,4,0.4,Y,Y
openstack-ansible-os_monasca,deployment,18,5,8,24,rackspace,12,0.5,N,Y
openstack-ansible-os_monasca,deployment,17,4,6,9,rackspace,3,0.3333333333333333,N,N
openstack-ansible-os_monasca,deployment,16,3,3,13,rackspace,7,0.5384615384615384,N,Y
openstack-ansible-os_monasca,deployment,15,2,5,24,internet solutions,11,0.4583333333333333,N,Y
openstack-ansible-os_monasca,deployment,14,1,2,7,rackspace,6,0.8571428571428571,N,Y
openstack-ansible-galera_server,deployment,18,6,9,27,vexxhost,7,0.25925925925925924,N,N
openstack-ansible-galera_server,deployment,17,5,7,34,rackspace,15,0.4411764705882353,N,N
openstack-ansible-galera_server,deployment,16,4,6,35,rackspace,16,0.45714285714285713,N,Y
openstack-ansible-galera_server,deployment,15,3,7,35,rackspace,21,0.6,N,Y
openstack-ansible-galera_server,deployment,14,2,7,46,rackspace,29,0.6304347826086957,N,Y
openstack-ansible-galera_server,deployment,13,1,7,20,rackspace,12,0.6,N,Y
radar,infra tools,13,5,1,1,suse,12,0.6,Y,Y
radar,infra tools,11,3,1,2,independent,12,0.6,Y,Y
radar,infra tools,10,2,1,9,rackspace,12,0.6,Y,Y
radar,infra tools,9,1,1,21,rackspace,12,0.6,Y,Y
charm-percona-cluster,deployment,18,11,3,14,canonical,12,0.8571428571428571,N,Y
charm-percona-cluster,deployment,17,10,3,18,canonical,16,0.8888888888888888,N,Y
charm-percona-cluster,deployment,16,9,1,21,canonical,16,0.8888888888888888,Y,Y
charm-percona-cluster,deployment,15,8,3,10,canonical,8,0.8,N,Y
charm-percona-cluster,deployment,14,7,1,22,canonical,8,0.8,Y,Y
charm-percona-cluster,deployment,13,6,1,14,canonical,8,0.8,Y,Y
charm-percona-cluster,deployment,12,5,1,94,canonical,8,0.8,Y,Y
charm-percona-cluster,deployment,11,4,1,86,canonical,8,0.8,Y,Y
charm-percona-cluster,deployment,10,3,2,60,canonical,44,0.7333333333333333,N,Y
charm-percona-cluster,deployment,9,2,1,13,canonical,44,0.7333333333333333,Y,Y
charm-percona-cluster,deployment,8,1,1,12,canonical,44,0.7333333333333333,Y,Y
python-qinlingclient,Client,18,3,6,21,catalyst it,10,0.47619047619047616,N,Y
python-qinlingclient,Client,17,2,5,18,catalyst it,13,0.7222222222222222,N,Y
python-qinlingclient,Client,16,1,1,6,catalyst it,13,0.7222222222222222,Y,Y
horizon,component,18,17,28,214,nec,105,0.49065420560747663,N,Y
horizon,component,17,16,31,247,nec,101,0.4089068825910931,N,N
horizon,component,16,15,38,326,nec,92,0.2822085889570552,N,N
horizon,component,15,14,33,214,cisco systems,41,0.19158878504672897,N,N
horizon,component,14,13,42,524,hpe,88,0.16793893129770993,N,N
horizon,component,13,12,39,544,hpe,97,0.17830882352941177,N,N
horizon,component,12,11,37,627,red hat,85,0.13556618819776714,N,N
horizon,component,11,10,44,734,red hat,111,0.15122615803814715,N,N
horizon,component,10,9,47,589,red hat,99,0.16808149405772496,N,N
horizon,component,9,8,38,421,red hat,94,0.22327790973871733,N,N
horizon,component,8,7,36,351,red hat,67,0.1908831908831909,N,N
horizon,component,7,6,27,158,nebula,31,0.1962025316455696,N,N
horizon,component,6,5,20,218,nebula,141,0.6467889908256881,N,Y
horizon,component,5,4,18,478,nebula,249,0.5209205020920502,N,Y
horizon,component,4,3,7,477,nebula,235,0.49266247379454925,N,Y
horizon,component,3,2,3,28,nebula,13,0.4642857142857143,N,Y
horizon,component,2,1,3,18,independent,11,0.6111111111111112,N,Y
sahara-dashboard,component,18,11,7,32,red hat,14,0.4375,N,N
sahara-dashboard,component,17,10,10,23,inspur,5,0.21739130434782608,N,N
sahara-dashboard,component,16,9,9,18,independent,5,0.2777777777777778,N,N
sahara-dashboard,component,15,8,7,13,mirantis,5,0.38461538461538464,N,N
sahara-dashboard,component,14,7,6,50,mirantis,39,0.78,N,Y
sahara-dashboard,component,13,6,8,70,mirantis,36,0.5142857142857142,N,Y
sahara-dashboard,component,12,5,2,2,hpe,1,0.5,N,N
sahara-dashboard,component,11,4,2,4,mirantis,3,0.75,N,Y
sahara-dashboard,component,10,3,3,17,mirantis,12,0.7058823529411765,N,Y
sahara-dashboard,component,9,2,4,59,red hat,30,0.5084745762711864,N,Y
sahara-dashboard,component,8,1,3,124,mirantis,115,0.9274193548387096,N,Y
puppet-monasca,deployment,18,8,6,11,red hat,3,0.2727272727272727,N,N
puppet-monasca,deployment,17,7,3,4,vexxhost,2,0.5,N,Y
puppet-monasca,deployment,16,6,1,1,charter,2,0.5,Y,Y
puppet-monasca,deployment,15,5,2,10,charter,7,0.7,N,Y
puppet-monasca,deployment,14,4,6,30,charter,22,0.7333333333333333,N,Y
puppet-monasca,deployment,13,3,4,20,charter,16,0.8,N,Y
puppet-monasca,deployment,12,2,5,33,charter,17,0.5151515151515151,N,Y
puppet-monasca,deployment,11,1,3,77,charter,39,0.5064935064935064,N,Y
fuel-plugin-neutron-vpnaas,deployment,14,4,1,1,ibm,39,0.5064935064935064,Y,Y
fuel-plugin-neutron-vpnaas,deployment,13,3,2,4,independent,2,0.5,N,N
fuel-plugin-neutron-vpnaas,deployment,12,2,1,5,mirantis,2,0.5,Y,Y
fuel-plugin-neutron-vpnaas,deployment,11,1,2,14,independent,10,0.7142857142857143,N,Y
zun,component,18,5,11,228,huawei,102,0.4473684210526316,N,Y
zun,component,17,4,15,247,huawei,72,0.291497975708502,N,N
zun,component,16,3,21,285,huawei,76,0.26666666666666666,N,N
zun,component,15,2,15,139,huawei,35,0.2517985611510791,N,N
zun,component,14,1,13,86,independent,22,0.2558139534883721,N,N
openstack-ansible-os_monasca-agent,deployment,18,4,7,16,rackspace,5,0.3125,N,N
openstack-ansible-os_monasca-agent,deployment,17,3,4,9,rackspace,4,0.4444444444444444,N,N
openstack-ansible-os_monasca-agent,deployment,16,2,2,5,independent,3,0.6,N,Y
openstack-ansible-os_monasca-agent,deployment,15,1,1,3,mirantis,3,0.6,Y,Y
puppet-openstack-specs,deployment,18,9,2,2,99cloud,1,0.5,N,N
puppet-openstack-specs,deployment,17,8,2,2,99cloud,1,0.5,N,N
puppet-openstack-specs,deployment,15,6,1,1,zte corporation,1,0.5,Y,Y
puppet-openstack-specs,deployment,14,5,1,1,red hat,1,0.5,Y,Y
puppet-openstack-specs,deployment,13,4,1,1,time warner cable,1,0.5,Y,Y
puppet-openstack-specs,deployment,12,3,2,5,red hat,4,0.8,N,Y
puppet-openstack-specs,deployment,11,2,2,2,mirantis,1,0.5,N,N
puppet-openstack-specs,deployment,10,1,2,4,puppet labs,3,0.75,N,Y
ansible-role-ara,deployment,18,4,3,21,red hat,19,0.9047619047619048,N,Y
ansible-role-ara,deployment,16,2,1,4,red hat,19,0.9047619047619048,Y,Y
ansible-role-ara,deployment,15,1,1,6,red hat,19,0.9047619047619048,Y,Y
ekko,component,14,2,2,2,servosity,1,0.5,N,N
ekko,component,13,1,4,12,servosity,7,0.5833333333333334,N,Y
openstack-ansible-os_sahara,deployment,18,5,9,21,rackspace,12,0.5714285714285714,N,Y
openstack-ansible-os_sahara,deployment,17,4,6,11,rackspace,5,0.45454545454545453,N,Y
openstack-ansible-os_sahara,deployment,16,3,6,21,rackspace,10,0.47619047619047616,N,Y
openstack-ansible-os_sahara,deployment,15,2,6,21,rackspace,13,0.6190476190476191,N,Y
openstack-ansible-os_sahara,deployment,14,1,7,35,rackspace,18,0.5142857142857142,N,Y
osc-lib,plugin,18,13,5,12,red hat,7,0.5833333333333334,N,Y
osc-lib,plugin,17,12,6,14,intel,5,0.35714285714285715,N,N
osc-lib,plugin,16,11,9,24,intel,6,0.25,N,N
osc-lib,plugin,15,10,4,9,intel,4,0.4444444444444444,N,N
osc-lib,plugin,14,9,13,73,intel,39,0.5342465753424658,N,Y
osc-lib,plugin,13,8,15,70,ibm,22,0.3142857142857143,N,N
osc-lib,plugin,12,7,12,51,hpe,11,0.21568627450980393,N,N
osc-lib,plugin,11,6,12,41,nebula,12,0.2926829268292683,N,N
osc-lib,plugin,10,5,12,45,nebula,15,0.3333333333333333,N,N
osc-lib,plugin,9,4,11,19,hpe,5,0.2631578947368421,N,N
osc-lib,plugin,8,3,6,37,rackspace,14,0.3783783783783784,N,N
osc-lib,plugin,7,2,5,15,ibm,6,0.4,N,N
osc-lib,plugin,6,1,6,30,rackspace,20,0.6666666666666666,N,Y
karbor,component,18,6,4,8,fujitsu,3,0.375,N,N
karbor,component,17,5,11,66,huawei,30,0.45454545454545453,N,Y
karbor,component,16,4,12,130,99cloud,53,0.4076923076923077,N,N
karbor,component,15,3,12,123,huawei,49,0.3983739837398374,N,N
karbor,component,14,2,12,142,huawei,70,0.49295774647887325,N,Y
karbor,component,13,1,5,58,huawei,31,0.5344827586206896,N,Y
cloudkitty-tempest-plugin,component,18,2,1,3,objectif libre,31,0.5344827586206896,Y,Y
cloudkitty-tempest-plugin,component,17,1,1,1,gohighsec,31,0.5344827586206896,Y,Y
sahara-plugin-spark,component,18,9,3,8,red hat,5,0.625,N,Y
sahara-plugin-spark,component,17,8,7,9,fujitsu,2,0.2222222222222222,N,N
sahara-plugin-spark,component,16,7,8,17,red hat,5,0.29411764705882354,N,N
sahara-plugin-spark,component,15,6,3,3,fujitsu,1,0.3333333333333333,N,N
sahara-plugin-spark,component,14,5,4,15,mirantis,8,0.5333333333333333,N,Y
sahara-plugin-spark,component,13,4,9,26,mirantis,11,0.4230769230769231,N,Y
sahara-plugin-spark,component,12,3,6,24,mirantis,11,0.4583333333333333,N,Y
sahara-plugin-spark,component,11,2,6,37,mirantis,21,0.5675675675675675,N,Y
sahara-plugin-spark,component,10,1,7,36,mirantis,25,0.6944444444444444,N,Y
tc-as-a-service,component,16,2,2,6,huawei,5,0.8333333333333334,N,Y
tc-as-a-service,component,15,1,1,28,independent,5,0.8333333333333334,Y,Y
osops-tools-monitoring,community,18,7,2,3,red hat,2,0.6666666666666666,N,Y
osops-tools-monitoring,community,17,6,1,6,red hat,2,0.6666666666666666,Y,Y
osops-tools-monitoring,community,16,5,1,3,red hat,2,0.6666666666666666,Y,Y
osops-tools-monitoring,community,15,4,2,7,red hat,6,0.8571428571428571,N,Y
osops-tools-monitoring,community,14,3,3,11,red hat,6,0.5454545454545454,N,Y
osops-tools-monitoring,community,13,2,4,11,red hat,8,0.7272727272727273,N,Y
osops-tools-monitoring,community,12,1,1,2,b1 systems gmbh,8,0.7272727272727273,Y,Y
mogan-specs,component,17,3,2,2,fiberhome,1,0.5,N,N
mogan-specs,component,16,2,1,4,huawei,1,0.5,Y,Y
mogan-specs,component,15,1,2,2,awcloud,1,0.5,N,N
charm-ironic,deployment,17,1,1,1,internap,1,0.5,Y,Y
steth,component,14,2,1,8,unitedstack,1,0.5,Y,Y
steth,component,13,1,4,70,unitedstack,61,0.8714285714285714,N,Y
openstack-ansible-lxc_container_create,deployment,18,6,10,30,rackspace,12,0.4,N,N
openstack-ansible-lxc_container_create,deployment,17,5,5,20,rackspace,13,0.65,N,Y
openstack-ansible-lxc_container_create,deployment,16,4,6,28,rackspace,9,0.32142857142857145,N,N
openstack-ansible-lxc_container_create,deployment,15,3,4,10,rackspace,5,0.5,N,Y
openstack-ansible-lxc_container_create,deployment,14,2,6,47,rackspace,39,0.8297872340425532,N,Y
openstack-ansible-lxc_container_create,deployment,13,1,5,13,rackspace,7,0.5384615384615384,N,Y
python-distilclient,Client,17,4,1,3,catalyst it,7,0.5384615384615384,Y,Y
python-distilclient,Client,16,3,3,10,catalyst it,7,0.7,N,Y
python-distilclient,Client,15,2,2,2,catalyst it,1,0.5,N,N
python-distilclient,Client,14,1,2,2,catalyst it,1,0.5,N,N
salt-formula-kubernetes,deployment,15,2,4,25,tcp cloud,12,0.48,N,N
salt-formula-kubernetes,deployment,14,1,3,36,tcp cloud,34,0.9444444444444444,N,Y
ceilometer,component,18,6,12,31,red hat,16,0.5161290322580645,N,Y
ceilometer,component,17,5,20,162,huawei,62,0.38271604938271603,N,N
ceilometer,component,16,4,18,159,red hat,58,0.36477987421383645,N,N
ceilometer,component,15,3,16,200,red hat,85,0.425,N,N
ceilometer,component,14,2,24,155,red hat,45,0.2903225806451613,N,N
ceilometer,component,13,1,1,1,intel,45,0.2903225806451613,Y,Y
python-mistralclient,Client,18,10,8,20,red hat,9,0.45,N,Y
python-mistralclient,Client,17,9,5,15,nokia,7,0.4666666666666667,N,Y
python-mistralclient,Client,16,8,9,31,nec,10,0.3225806451612903,N,N
python-mistralclient,Client,15,7,12,42,nec,18,0.42857142857142855,N,Y
python-mistralclient,Client,14,6,12,41,nec,11,0.2682926829268293,N,N
python-mistralclient,Client,13,5,9,25,catalyst it,7,0.28,N,N
python-mistralclient,Client,12,4,10,37,huawei,11,0.2972972972972973,N,N
python-mistralclient,Client,11,3,5,42,mirantis,17,0.40476190476190477,N,N
python-mistralclient,Client,10,2,6,55,mirantis,25,0.45454545454545453,N,Y
python-mistralclient,Client,9,1,2,9,mirantis,5,0.5555555555555556,N,Y
cookbook-openstack-integration-test,deployment,18,9,2,6,workday,5,0.8333333333333334,N,Y
cookbook-openstack-integration-test,deployment,17,8,4,6,independent,2,0.3333333333333333,N,N
cookbook-openstack-integration-test,deployment,16,7,3,5,cloudbau,3,0.6,N,Y
cookbook-openstack-integration-test,deployment,15,6,3,4,x-ion,2,0.5,N,Y
cookbook-openstack-integration-test,deployment,14,5,3,7,ibm,3,0.42857142857142855,N,N
cookbook-openstack-integration-test,deployment,13,4,1,1,cloudbau,3,0.42857142857142855,Y,Y
cookbook-openstack-integration-test,deployment,12,3,2,7,ibm,6,0.8571428571428571,N,Y
cookbook-openstack-integration-test,deployment,11,2,4,10,ibm,4,0.4,N,N
cookbook-openstack-integration-test,deployment,10,1,1,1,x-ion,4,0.4,Y,Y
snap-nova,deployment,17,3,2,2,canonical,1,0.5,N,N
snap-nova,deployment,16,2,1,16,canonical,1,0.5,Y,Y
snap-nova,deployment,15,1,1,4,canonical,1,0.5,Y,Y
tempest,component,18,15,16,170,nec,42,0.24705882352941178,N,N
tempest,component,17,14,25,220,zte corporation,48,0.21818181818181817,N,N
tempest,component,16,13,29,409,zte corporation,75,0.18337408312958436,N,N
tempest,component,15,12,27,315,zte corporation,86,0.273015873015873,N,N
tempest,component,14,11,33,502,hpe,103,0.2051792828685259,N,N
tempest,component,13,10,33,375,nec,137,0.36533333333333334,N,N
tempest,component,12,9,31,400,nec,150,0.375,N,N
tempest,component,11,8,29,484,nec,130,0.26859504132231404,N,N
tempest,component,10,7,33,451,hpe,144,0.31929046563192903,N,N
tempest,component,9,6,30,671,ibm,226,0.33681073025335323,N,N
tempest,component,8,5,31,369,ibm,124,0.33604336043360433,N,N
tempest,component,7,4,22,283,ibm,107,0.37809187279151946,N,N
