repo,repo_type,version,real_ver,num_com,sum_cmt,max_com,max_com_cmt,max_P,is_only_one,is_dominate
ceilometer-powervm,component,18,8,5,9,ibm,4,0.4444444444444444,N,Y
ceilometer-powervm,component,17,7,2,5,ibm,4,0.8,N,Y
ceilometer-powervm,component,16,6,4,8,ibm,4,0.5,N,Y
ceilometer-powervm,component,15,5,4,8,ibm,5,0.625,N,Y
ceilometer-powervm,component,14,4,3,7,ibm,5,0.7142857142857143,N,Y
ceilometer-powervm,component,13,3,5,16,ibm,12,0.75,N,Y
ceilometer-powervm,component,12,2,1,12,ibm,12,0.75,Y,Y
ceilometer-powervm,component,11,1,1,5,ibm,12,0.75,Y,Y
designate-specs,component,15,6,3,3,99cloud,1,0.3333333333333333,N,N
designate-specs,component,14,5,2,2,at&t,1,0.5,N,N
designate-specs,component,13,4,1,1,rackspace,1,0.5,Y,Y
designate-specs,component,12,3,1,1,rackspace,1,0.5,Y,Y
designate-specs,component,10,1,3,5,hpe,3,0.6,N,Y
python-novaclient,Client,18,16,8,30,ntt,13,0.43333333333333335,N,N
python-novaclient,Client,17,15,14,40,huawei,15,0.375,N,N
python-novaclient,Client,16,14,19,84,huawei,31,0.36904761904761907,N,N
python-novaclient,Client,15,13,15,64,mirantis,19,0.296875,N,N
python-novaclient,Client,14,12,15,80,mirantis,22,0.275,N,N
python-novaclient,Client,13,11,20,126,mirantis,32,0.25396825396825395,N,N
python-novaclient,Client,12,10,19,95,mirantis,25,0.2631578947368421,N,N
python-novaclient,Client,11,9,26,90,hpe,24,0.26666666666666666,N,N
python-novaclient,Client,10,8,28,130,red hat,36,0.27692307692307694,N,N
python-novaclient,Client,9,7,25,122,ibm,33,0.27049180327868855,N,N
python-novaclient,Client,8,6,21,139,independent,27,0.19424460431654678,N,N
python-novaclient,Client,7,5,30,122,ibm,16,0.13114754098360656,N,N
python-novaclient,Client,6,4,18,75,rackspace,30,0.4,N,N
python-novaclient,Client,5,3,20,143,rackspace,68,0.4755244755244755,N,Y
python-novaclient,Client,4,2,9,151,rackspace,109,0.7218543046357616,N,Y
python-novaclient,Client,3,1,2,25,rackspace,24,0.96,N,Y
vitrage-dashboard,component,18,6,4,14,nokia,9,0.6428571428571429,N,Y
vitrage-dashboard,component,17,5,6,11,nokia,5,0.45454545454545453,N,Y
vitrage-dashboard,component,16,4,5,17,nokia,12,0.7058823529411765,N,Y
vitrage-dashboard,component,15,3,7,21,nokia,13,0.6190476190476191,N,Y
vitrage-dashboard,component,14,2,4,24,nokia,14,0.5833333333333334,N,Y
vitrage-dashboard,component,13,1,1,26,nokia,14,0.5833333333333334,Y,Y
openstack-chef-repo,deployment,18,1,2,2,inspur,1,0.5,N,N
xstatic-angular-gettext,deployment,13,1,2,2,nec,1,0.5,N,N
oaktreemodel,Client,15,1,1,6,red hat,1,0.5,Y,Y
mistral-lib,component,18,5,1,3,red hat,1,0.5,Y,Y
mistral-lib,component,17,4,3,7,red hat,4,0.5714285714285714,N,Y
mistral-lib,component,16,3,4,15,red hat,9,0.6,N,Y
mistral-lib,component,15,2,2,3,nec,2,0.6666666666666666,N,Y
mistral-lib,component,14,1,3,8,nec,4,0.5,N,Y
tuskar,component,13,6,1,1,red hat,4,0.5,Y,Y
tuskar,component,12,5,4,9,red hat,6,0.6666666666666666,N,Y
tuskar,component,11,4,5,29,red hat,23,0.7931034482758621,N,Y
tuskar,component,10,3,7,98,red hat,86,0.8775510204081632,N,Y
tuskar,component,9,2,7,82,red hat,54,0.6585365853658537,N,Y
tuskar,component,8,1,7,181,red hat,137,0.7569060773480663,N,Y
fuel-plugin-detach-database,deployment,14,3,1,4,mirantis,137,0.7569060773480663,Y,Y
fuel-plugin-detach-database,deployment,13,2,2,12,mirantis,11,0.9166666666666666,N,Y
fuel-plugin-detach-database,deployment,12,1,3,6,mirantis,4,0.6666666666666666,N,Y
freezer-tempest-plugin,component,18,2,3,3,99cloud,1,0.3333333333333333,N,N
freezer-tempest-plugin,component,17,1,2,4,independent,3,0.75,N,Y
osel,component,18,1,1,2,comcast,3,0.75,Y,Y
stx-ha,deployment,18,1,2,18,wind river system,14,0.7777777777777778,N,Y
fuel-plugin-swiftstack,deployment,14,3,1,5,swiftstack,14,0.7777777777777778,Y,Y
fuel-plugin-swiftstack,deployment,13,2,1,1,openstack foundation,14,0.7777777777777778,Y,Y
fuel-plugin-swiftstack,deployment,12,1,2,3,swiftstack,2,0.6666666666666666,N,Y
networking-6wind,component,18,7,1,5,6wind,2,0.6666666666666666,Y,Y
networking-6wind,component,15,4,1,4,6wind,2,0.6666666666666666,Y,Y
networking-6wind,component,14,3,2,4,6wind,3,0.75,N,Y
networking-6wind,component,13,2,3,5,6wind,3,0.6,N,Y
networking-6wind,component,12,1,2,13,6wind,12,0.9230769230769231,N,Y
ailuropoda,component,14,1,2,5,chef,4,0.8,N,Y
networking-onos,component,18,7,2,8,independent,5,0.625,N,Y
networking-onos,component,17,6,1,1,suse,5,0.625,Y,Y
networking-onos,component,16,5,2,5,independent,4,0.8,N,Y
networking-onos,component,15,4,1,1,zte corporation,4,0.8,Y,Y
networking-onos,component,14,3,6,13,independent,4,0.3076923076923077,N,N
networking-onos,component,13,2,3,6,huawei,4,0.6666666666666666,N,Y
networking-onos,component,12,1,2,7,independent,6,0.8571428571428571,N,Y
broadview-lib,component,15,3,1,2,axilera,6,0.8571428571428571,Y,Y
broadview-lib,component,14,2,2,16,axilera,15,0.9375,N,Y
broadview-lib,component,13,1,1,6,axilera,15,0.9375,Y,Y
heat-cfntools,component,18,13,4,8,red hat,4,0.5,N,Y
heat-cfntools,component,17,12,1,1,suse,4,0.5,Y,Y
heat-cfntools,component,15,10,2,2,fujitsu,1,0.5,N,N
heat-cfntools,component,14,9,2,2,easystack,1,0.5,N,N
heat-cfntools,component,13,8,6,6,99cloud,1,0.16666666666666666,N,N
heat-cfntools,component,12,7,3,8,hp,5,0.625,N,Y
heat-cfntools,component,11,6,2,4,independent,3,0.75,N,Y
heat-cfntools,component,10,5,3,6,independent,3,0.5,N,Y
heat-cfntools,component,9,4,4,10,bull,4,0.4,N,N
heat-cfntools,component,8,3,6,31,ibm,8,0.25806451612903225,N,N
heat-cfntools,component,7,2,4,51,red hat,43,0.8431372549019608,N,Y
heat-cfntools,component,6,1,2,46,red hat,45,0.9782608695652174,N,Y
networking-bigswitch,component,18,16,4,28,independent,22,0.7857142857142857,N,Y
networking-bigswitch,component,17,15,4,20,independent,16,0.8,N,Y
networking-bigswitch,component,16,14,5,68,independent,26,0.38235294117647056,N,N
networking-bigswitch,component,15,13,4,20,independent,12,0.6,N,Y
networking-bigswitch,component,14,12,4,24,switch,15,0.625,N,Y
networking-bigswitch,component,13,11,6,34,switch,25,0.7352941176470589,N,Y
networking-bigswitch,component,12,10,5,24,switch,14,0.5833333333333334,N,Y
networking-bigswitch,component,11,9,20,115,switch,35,0.30434782608695654,N,N
networking-bigswitch,component,10,8,19,78,red hat,21,0.2692307692307692,N,N
networking-bigswitch,component,9,7,25,71,switch,27,0.38028169014084506,N,N
networking-bigswitch,component,8,6,19,61,switch,10,0.16393442622950818,N,N
networking-bigswitch,component,7,5,10,30,red hat,9,0.3,N,N
networking-bigswitch,component,6,4,10,15,red hat,4,0.26666666666666666,N,N
networking-bigswitch,component,5,3,6,22,vmware,9,0.4090909090909091,N,N
networking-bigswitch,component,3,1,1,2,cisco systems,9,0.4090909090909091,Y,Y
networking-bigswitch,component,4,2,4,7,cisco systems,4,0.5714285714285714,N,Y
murano-dashboard,component,18,11,10,17,99cloud,3,0.17647058823529413,N,N
murano-dashboard,component,17,10,8,14,99cloud,5,0.35714285714285715,N,N
murano-dashboard,component,16,9,7,48,99cloud,20,0.4166666666666667,N,N
murano-dashboard,component,15,8,10,73,at&t,38,0.5205479452054794,N,Y
murano-dashboard,component,14,7,11,98,mirantis,51,0.5204081632653061,N,Y
murano-dashboard,component,13,6,11,69,mirantis,37,0.5362318840579711,N,Y
murano-dashboard,component,12,5,10,118,mirantis,72,0.6101694915254238,N,Y
murano-dashboard,component,11,4,6,101,mirantis,95,0.9405940594059405,N,Y
murano-dashboard,component,10,3,6,134,mirantis,97,0.7238805970149254,N,Y
murano-dashboard,component,9,2,2,152,mirantis,149,0.9802631578947368,N,Y
murano-dashboard,component,8,1,1,166,mirantis,149,0.9802631578947368,Y,Y
charm-glance-simplestreams-sync,deployment,18,3,3,27,canonical,25,0.9259259259259259,N,Y
charm-glance-simplestreams-sync,deployment,17,2,1,1,canonical,25,0.9259259259259259,Y,Y
charm-glance-simplestreams-sync,deployment,16,1,1,2,canonical,25,0.9259259259259259,Y,Y
python-masakariclient,Client,18,4,1,1,independent,25,0.9259259259259259,Y,Y
python-masakariclient,Client,17,3,3,3,ntt,1,0.3333333333333333,N,N
python-masakariclient,Client,16,2,4,10,ntt,5,0.5,N,Y
python-masakariclient,Client,15,1,3,14,njk corporation,7,0.5,N,Y
python-k8sclient,Client,15,5,3,3,cern,1,0.3333333333333333,N,N
python-k8sclient,Client,14,4,5,22,mirantis,16,0.7272727272727273,N,Y
python-k8sclient,Client,13,3,7,14,mirantis,8,0.5714285714285714,N,Y
python-k8sclient,Client,12,2,6,15,nec,5,0.3333333333333333,N,N
python-k8sclient,Client,11,1,2,3,cisco systems,2,0.6666666666666666,N,Y
python-oneviewclient,Client,16,5,1,6,universidade federal de campina grande,2,0.6666666666666666,Y,Y
python-oneviewclient,Client,15,4,2,2,independent,1,0.5,N,N
python-oneviewclient,Client,14,3,3,19,universidade federal de campina grande,17,0.8947368421052632,N,Y
python-oneviewclient,Client,13,2,3,9,universidade federal de campina grande,7,0.7777777777777778,N,Y
python-oneviewclient,Client,12,1,3,5,universidade federal de campina grande,3,0.6,N,Y
monasca-common,component,18,10,6,22,fujitsu,15,0.6818181818181818,N,Y
monasca-common,component,17,9,6,13,fujitsu,5,0.38461538461538464,N,N
monasca-common,component,16,8,6,7,fujitsu,2,0.2857142857142857,N,N
monasca-common,component,15,7,6,15,fujitsu,9,0.6,N,Y
monasca-common,component,14,6,6,17,hp,5,0.29411764705882354,N,N
monasca-common,component,13,5,9,26,hp,8,0.3076923076923077,N,N
monasca-common,component,12,4,7,11,hpe,3,0.2727272727272727,N,N
monasca-common,component,11,3,3,19,hpe,12,0.631578947368421,N,Y
monasca-common,component,10,2,2,36,hp,20,0.5555555555555556,N,Y
monasca-common,component,9,1,2,59,hp,41,0.6949152542372882,N,Y
tatu-dashboard,component,18,2,1,1,huawei,41,0.6949152542372882,Y,Y
tatu-dashboard,component,17,1,1,20,huawei,41,0.6949152542372882,Y,Y
trove-dashboard,component,18,11,4,14,independent,10,0.7142857142857143,N,Y
trove-dashboard,component,17,10,8,13,fiberhome,5,0.38461538461538464,N,N
trove-dashboard,component,16,9,4,6,fiberhome,2,0.3333333333333333,N,N
trove-dashboard,component,15,8,5,11,tesora,6,0.5454545454545454,N,Y
trove-dashboard,component,14,7,6,28,tesora,19,0.6785714285714286,N,Y
trove-dashboard,component,13,6,9,30,tesora,16,0.5333333333333333,N,Y
trove-dashboard,component,12,5,6,10,red hat,4,0.4,N,N
trove-dashboard,component,10,3,2,2,intel,1,0.5,N,N
trove-dashboard,component,9,2,2,3,hp,2,0.6666666666666666,N,Y
trove-dashboard,component,8,1,1,1,red hat,2,0.6666666666666666,Y,Y
openstack-ansible-galera_client,deployment,18,6,9,21,99cloud,5,0.23809523809523808,N,N
openstack-ansible-galera_client,deployment,17,5,6,15,rackspace,9,0.6,N,Y
openstack-ansible-galera_client,deployment,16,4,6,18,rackspace,10,0.5555555555555556,N,Y
openstack-ansible-galera_client,deployment,15,3,7,19,rackspace,12,0.631578947368421,N,Y
openstack-ansible-galera_client,deployment,14,2,6,34,rackspace,25,0.7352941176470589,N,Y
openstack-ansible-galera_client,deployment,13,1,5,13,rackspace,5,0.38461538461538464,N,N
ec2-api,component,18,9,7,12,dell,3,0.25,N,N
ec2-api,component,17,8,8,24,dell,8,0.3333333333333333,N,N
ec2-api,component,16,7,6,28,independent,16,0.5714285714285714,N,Y
ec2-api,component,15,6,8,33,independent,19,0.5757575757575758,N,Y
ec2-api,component,14,5,4,20,dell,13,0.65,N,Y
ec2-api,component,13,4,9,61,dell,47,0.7704918032786885,N,Y
ec2-api,component,12,3,4,176,emc,173,0.9829545454545454,N,Y
ec2-api,component,11,2,3,224,emc,222,0.9910714285714286,N,Y
ec2-api,component,10,1,2,12,cloudscaling,11,0.9166666666666666,N,Y
xstatic-roboto-fontface,deployment,15,2,1,1,cisco systems,11,0.9166666666666666,Y,Y
xstatic-roboto-fontface,deployment,14,1,1,1,rackspace,11,0.9166666666666666,Y,Y
heat-agents,component,18,4,2,6,red hat,5,0.8333333333333334,N,Y
heat-agents,component,17,3,3,7,red hat,3,0.42857142857142855,N,N
heat-agents,component,16,2,3,14,red hat,12,0.8571428571428571,N,Y
heat-agents,component,15,1,10,69,red hat,51,0.7391304347826086,N,Y
kolla-mesos,deployment,14,2,1,3,cisco systems,51,0.7391304347826086,Y,Y
kolla-mesos,deployment,13,1,9,199,mirantis,169,0.8492462311557789,N,Y
zaqar-ui,component,18,6,6,16,nec,8,0.5,N,Y
zaqar-ui,component,17,5,3,6,nec,4,0.6666666666666666,N,Y
zaqar-ui,component,16,4,3,19,nec,15,0.7894736842105263,N,Y
zaqar-ui,component,15,3,4,9,nec,6,0.6666666666666666,N,Y
zaqar-ui,component,14,2,5,19,nec,11,0.5789473684210527,N,Y
zaqar-ui,component,13,1,4,14,ibm,7,0.5,N,Y
networking-cisco,component,18,16,6,35,cisco systems,27,0.7714285714285715,N,Y
networking-cisco,component,17,15,8,121,cisco systems,109,0.9008264462809917,N,Y
networking-cisco,component,16,14,2,54,cisco systems,52,0.9629629629629629,N,Y
networking-cisco,component,15,13,3,22,cisco systems,15,0.6818181818181818,N,Y
networking-cisco,component,14,12,9,66,cisco systems,47,0.7121212121212122,N,Y
networking-cisco,component,13,11,7,85,cisco systems,74,0.8705882352941177,N,Y
networking-cisco,component,12,10,5,93,cisco systems,87,0.9354838709677419,N,Y
networking-cisco,component,11,9,15,98,cisco systems,29,0.29591836734693877,N,N
networking-cisco,component,10,8,24,100,cisco systems,30,0.3,N,N
networking-cisco,component,9,7,22,58,cisco systems,11,0.1896551724137931,N,N
networking-cisco,component,8,6,19,62,cisco systems,15,0.24193548387096775,N,N
networking-cisco,component,7,5,13,35,red hat,12,0.34285714285714286,N,N
networking-cisco,component,6,4,10,19,red hat,5,0.2631578947368421,N,N
networking-cisco,component,5,3,5,13,hpe,4,0.3076923076923077,N,N
networking-cisco,component,3,1,1,1,cisco systems,4,0.3076923076923077,Y,Y
networking-cisco,component,4,2,1,1,cisco systems,4,0.3076923076923077,Y,Y
scalpels,infra tools,14,3,1,2,independent,4,0.3076923076923077,Y,Y
scalpels,infra tools,13,2,3,71,huawei,68,0.9577464788732394,N,Y
scalpels,infra tools,12,1,1,7,huawei,68,0.9577464788732394,Y,Y
masakari,component,18,5,10,26,ntt,15,0.5769230769230769,N,Y
masakari,component,17,4,5,14,ntt,8,0.5714285714285714,N,Y
masakari,component,16,3,5,29,ntt,21,0.7241379310344828,N,Y
masakari,component,15,2,2,43,ntt,41,0.9534883720930233,N,Y
masakari,component,14,1,6,30,ntt,22,0.7333333333333333,N,Y
fuel-octane,deployment,16,6,1,1,inspur,22,0.7333333333333333,Y,Y
fuel-octane,deployment,15,5,3,11,mirantis,9,0.8181818181818182,N,Y
fuel-octane,deployment,14,4,5,172,mirantis,155,0.9011627906976745,N,Y
fuel-octane,deployment,13,3,3,65,mirantis,62,0.9538461538461539,N,Y
fuel-octane,deployment,12,2,2,542,mirantis,541,0.9981549815498155,N,Y
fuel-octane,deployment,11,1,2,217,mirantis,214,0.9861751152073732,N,Y
python-rsdclient,Client,18,3,1,9,h3c,214,0.9861751152073732,Y,Y
python-rsdclient,Client,17,2,5,9,h3c,5,0.5555555555555556,N,Y
python-rsdclient,Client,16,1,1,6,h3c,5,0.5555555555555556,Y,Y
training-guides,community,18,10,10,39,99cloud,11,0.28205128205128205,N,N
training-guides,community,17,9,8,22,ericsson,5,0.22727272727272727,N,N
training-guides,community,16,8,10,54,ericsson,12,0.2222222222222222,N,N
training-guides,community,15,7,9,33,fujitsu,9,0.2727272727272727,N,N
training-guides,community,14,6,12,48,fujitsu,13,0.2708333333333333,N,N
training-guides,community,13,5,8,37,fujitsu,15,0.40540540540540543,N,N
training-guides,community,12,4,11,43,independent,15,0.3488372093023256,N,N
training-guides,community,11,3,10,156,independent,110,0.7051282051282052,N,Y
training-guides,community,10,2,14,283,independent,129,0.4558303886925795,N,Y
training-guides,community,9,1,16,111,comcast,37,0.3333333333333333,N,N
zaqar-specs,component,18,9,2,2,independent,1,0.5,N,N
zaqar-specs,component,17,8,4,6,inspur,3,0.5,N,Y
zaqar-specs,component,16,7,1,1,fiberhome,3,0.5,Y,Y
zaqar-specs,component,15,6,5,6,fiberhome,2,0.3333333333333333,N,N
zaqar-specs,component,13,4,2,2,huawei,1,0.5,N,N
zaqar-specs,component,12,3,3,6,independent,3,0.5,N,Y
zaqar-specs,component,11,2,4,7,independent,3,0.42857142857142855,N,N
zaqar-specs,component,10,1,4,6,hpe,2,0.3333333333333333,N,N
monasca-statsd,component,18,8,5,9,fujitsu,3,0.3333333333333333,N,N
monasca-statsd,component,17,7,3,5,red hat,2,0.4,N,N
monasca-statsd,component,16,6,2,2,fujitsu,1,0.5,N,N
monasca-statsd,component,15,5,8,13,ericsson,4,0.3076923076923077,N,N
monasca-statsd,component,14,4,4,8,hp,5,0.625,N,Y
monasca-statsd,component,13,3,3,3,hp,1,0.3333333333333333,N,N
monasca-statsd,component,12,2,1,1,hp,1,0.3333333333333333,Y,Y
monasca-statsd,component,11,1,1,2,hp,1,0.3333333333333333,Y,Y
loci-ironic,deployment,18,3,1,1,rackspace,1,0.3333333333333333,Y,Y
loci-ironic,deployment,17,2,1,1,red hat,1,0.3333333333333333,Y,Y
loci-ironic,deployment,16,1,1,2,openstack foundation,1,0.3333333333333333,Y,Y
flame,component,15,6,3,3,mirantis,1,0.3333333333333333,N,N
flame,component,14,5,4,8,objectif libre,5,0.625,N,Y
flame,component,13,4,5,6,independent,2,0.3333333333333333,N,N
flame,component,12,3,3,5,cloudwatt,3,0.6,N,Y
flame,component,11,2,2,10,thales,8,0.8,N,Y
flame,component,10,1,3,23,cloudwatt,10,0.43478260869565216,N,N
airship-deckhand,deployment,18,3,6,129,at&t,106,0.8217054263565892,N,Y
airship-deckhand,deployment,17,2,2,138,at&t,113,0.8188405797101449,N,Y
airship-deckhand,deployment,16,1,3,85,at&t,66,0.7764705882352941,N,Y
puppet-glance,deployment,18,15,9,31,99cloud,8,0.25806451612903225,N,N
puppet-glance,deployment,17,14,10,28,independent,11,0.39285714285714285,N,N
puppet-glance,deployment,16,13,5,33,independent,16,0.48484848484848486,N,Y
puppet-glance,deployment,15,12,5,19,independent,8,0.42105263157894735,N,N
puppet-glance,deployment,14,11,8,36,red hat,18,0.5,N,Y
puppet-glance,deployment,13,10,7,52,red hat,22,0.4230769230769231,N,N
puppet-glance,deployment,12,9,10,49,red hat,21,0.42857142857142855,N,N
puppet-glance,deployment,11,8,11,47,red hat,23,0.48936170212765956,N,Y
puppet-glance,deployment,10,7,12,25,red hat,6,0.24,N,N
puppet-glance,deployment,9,6,9,21,red hat,8,0.38095238095238093,N,N
puppet-glance,deployment,8,5,10,38,iweb,11,0.2894736842105263,N,N
puppet-glance,deployment,7,4,4,38,puppet labs,30,0.7894736842105263,N,Y
puppet-glance,deployment,6,3,4,28,puppet labs,14,0.5,N,Y
puppet-glance,deployment,5,2,1,21,puppet labs,14,0.5,Y,Y
puppet-glance,deployment,4,1,4,10,independent,3,0.3,N,N
fuel-plugin-qemu,deployment,14,2,1,2,intel,3,0.3,Y,Y
fuel-plugin-qemu,deployment,13,1,1,10,intel,3,0.3,Y,Y
designate-msdnsagent,component,14,2,1,2,hpe,3,0.3,Y,Y
designate-msdnsagent,component,13,1,1,1,openstack foundation,3,0.3,Y,Y
networking-cumulus,component,15,2,2,3,cumulus networks,2,0.6666666666666666,N,Y
networking-cumulus,component,14,1,1,9,cumulus networks,2,0.6666666666666666,Y,Y
cinder-fusioncompute,component,15,1,1,1,independent,2,0.6666666666666666,Y,Y
telemetry-specs,component,14,5,2,3,hpe,2,0.6666666666666666,N,Y
telemetry-specs,component,13,4,2,5,huawei,4,0.8,N,Y
telemetry-specs,component,12,3,2,2,mirantis,1,0.5,N,N
telemetry-specs,component,11,2,3,4,red hat,2,0.5,N,Y
telemetry-specs,component,10,1,5,12,hpe,4,0.3333333333333333,N,N
stackviz,component,17,6,1,1,suse,4,0.3333333333333333,Y,Y
stackviz,component,16,5,2,3,red hat,2,0.6666666666666666,N,Y
stackviz,component,15,4,1,1,hpe,2,0.6666666666666666,Y,Y
stackviz,component,14,3,3,13,hpe,11,0.8461538461538461,N,Y
stackviz,component,13,2,2,38,hpe,37,0.9736842105263158,N,Y
stackviz,component,12,1,2,15,hpe,14,0.9333333333333333,N,Y
monasca-vagrant,component,18,10,1,1,fujitsu,14,0.9333333333333333,Y,Y
monasca-vagrant,component,13,5,3,5,hp,2,0.4,N,N
monasca-vagrant,component,12,4,3,18,hp,15,0.8333333333333334,N,Y
monasca-vagrant,component,11,3,3,64,hp,50,0.78125,N,Y
monasca-vagrant,component,10,2,4,189,hp,160,0.8465608465608465,N,Y
monasca-vagrant,component,9,1,2,76,hp,70,0.9210526315789473,N,Y
nova-mksproxy,component,16,3,1,1,vmware,70,0.9210526315789473,Y,Y
nova-mksproxy,component,15,2,1,4,vmware,70,0.9210526315789473,Y,Y
nova-mksproxy,component,14,1,1,1,vmware,70,0.9210526315789473,Y,Y
openstack-ansible-os_cloudkitty,deployment,18,5,11,34,rackspace,15,0.4411764705882353,N,Y
openstack-ansible-os_cloudkitty,deployment,17,4,3,7,rackspace,5,0.7142857142857143,N,Y
openstack-ansible-os_cloudkitty,deployment,16,3,2,17,rackspace,12,0.7058823529411765,N,Y
openstack-ansible-os_cloudkitty,deployment,15,2,6,18,rackspace,11,0.6111111111111112,N,Y
openstack-ansible-os_cloudkitty,deployment,14,1,5,30,rackspace,16,0.5333333333333333,N,Y
i18n,community,18,6,6,13,deutsche telekom,6,0.46153846153846156,N,Y
i18n,community,17,5,8,13,deutsche telekom,3,0.23076923076923078,N,N
i18n,community,16,4,10,46,nec,23,0.5,N,Y
i18n,community,15,3,7,13,huray positive,3,0.23076923076923078,N,N
i18n,community,14,2,5,30,nec,15,0.5,N,Y
i18n,community,13,1,6,25,nec,16,0.64,N,Y
astara-neutron,deployment,14,9,2,4,akanda,3,0.75,N,Y
astara-neutron,deployment,13,8,4,22,akanda,15,0.6818181818181818,N,Y
astara-neutron,deployment,12,7,1,11,akanda,15,0.6818181818181818,Y,Y
astara-neutron,deployment,11,6,3,18,dreamhost,13,0.7222222222222222,N,Y
astara-neutron,deployment,10,5,1,4,dreamhost,13,0.7222222222222222,Y,Y
astara-neutron,deployment,9,4,1,9,dreamhost,13,0.7222222222222222,Y,Y
astara-neutron,deployment,8,3,1,14,dreamhost,13,0.7222222222222222,Y,Y
astara-neutron,deployment,7,2,1,106,dreamhost,13,0.7222222222222222,Y,Y
astara-neutron,deployment,6,1,1,67,dreamhost,13,0.7222222222222222,Y,Y
intel-nfv-ci-tests,plugin,18,7,1,3,red hat,13,0.7222222222222222,Y,Y
intel-nfv-ci-tests,plugin,15,4,3,10,red hat,6,0.6,N,Y
intel-nfv-ci-tests,plugin,14,3,1,10,intel,6,0.6,Y,Y
intel-nfv-ci-tests,plugin,13,2,3,16,intel,14,0.875,N,Y
intel-nfv-ci-tests,plugin,12,1,1,2,intel,14,0.875,Y,Y
tripleo-common,deployment,18,7,11,232,red hat,210,0.9051724137931034,N,Y
tripleo-common,deployment,17,6,5,193,red hat,188,0.9740932642487047,N,Y
tripleo-common,deployment,16,5,10,146,red hat,126,0.863013698630137,N,Y
tripleo-common,deployment,15,4,5,86,red hat,80,0.9302325581395349,N,Y
tripleo-common,deployment,14,3,5,89,red hat,81,0.9101123595505618,N,Y
tripleo-common,deployment,13,2,1,59,red hat,81,0.9101123595505618,Y,Y
tripleo-common,deployment,12,1,2,16,red hat,15,0.9375,N,Y
interop,component,18,9,6,18,independent,6,0.3333333333333333,N,N
interop,component,17,8,7,14,ericsson,3,0.21428571428571427,N,N
interop,component,16,7,10,32,intel,7,0.21875,N,N
interop,component,15,6,6,22,vmware,7,0.3181818181818182,N,N
interop,component,14,5,8,41,openstack foundation,16,0.3902439024390244,N,N
interop,component,13,4,8,24,ibm,8,0.3333333333333333,N,N
interop,component,12,3,8,78,vmware,30,0.38461538461538464,N,N
interop,component,11,2,8,37,openstack foundation,12,0.32432432432432434,N,N
interop,component,10,1,2,3,dell,2,0.6666666666666666,N,Y
airship-treasuremap,deployment,18,1,2,4,independent,3,0.75,N,Y
fuel-plugin-scaleio,deployment,15,4,1,10,independent,3,0.75,Y,Y
fuel-plugin-scaleio,deployment,14,3,2,26,independent,23,0.8846153846153846,N,Y
fuel-plugin-scaleio,deployment,13,2,2,72,independent,71,0.9861111111111112,N,Y
fuel-plugin-scaleio,deployment,12,1,1,2,independent,71,0.9861111111111112,Y,Y
fuel-plugin-nitrous,deployment,15,1,1,1,at&t,71,0.9861111111111112,Y,Y
salt-formula-glance,deployment,15,3,4,14,mirantis,7,0.5,N,Y
salt-formula-glance,deployment,14,2,3,14,tcp cloud,12,0.8571428571428571,N,Y
salt-formula-glance,deployment,13,1,2,11,tcp cloud,9,0.8181818181818182,N,Y
charm-specs,deployment,18,5,3,7,canonical,4,0.5714285714285714,N,Y
charm-specs,deployment,17,4,1,3,canonical,4,0.5714285714285714,Y,Y
charm-specs,deployment,16,3,1,2,canonical,4,0.5714285714285714,Y,Y
charm-specs,deployment,15,2,1,1,zte corporation,4,0.5714285714285714,Y,Y
charm-specs,deployment,14,1,1,17,canonical,4,0.5714285714285714,Y,Y
tap-as-a-service,component,18,7,5,6,midokura,2,0.3333333333333333,N,N
tap-as-a-service,component,17,6,2,3,fujitsu,2,0.6666666666666666,N,Y
tap-as-a-service,component,16,5,9,19,midokura,8,0.42105263157894735,N,N
tap-as-a-service,component,15,4,8,11,nec,3,0.2727272727272727,N,N
tap-as-a-service,component,14,3,6,27,cisco systems,9,0.3333333333333333,N,N
tap-as-a-service,component,13,2,5,22,nec,10,0.45454545454545453,N,N
tap-as-a-service,component,12,1,3,16,midokura,9,0.5625,N,Y
charm-layer-openstack-principle,deployment,13,1,1,1,canonical,9,0.5625,Y,Y
swift,component,18,18,14,204,swiftstack,162,0.7941176470588235,N,Y
swift,component,17,17,19,190,swiftstack,120,0.631578947368421,N,Y
swift,component,16,16,22,194,swiftstack,101,0.520618556701031,N,Y
swift,component,15,15,19,135,swiftstack,43,0.31851851851851853,N,N
swift,component,14,14,21,271,swiftstack,71,0.26199261992619927,N,N
swift,component,13,13,22,241,swiftstack,62,0.2572614107883817,N,N
swift,component,12,12,18,227,swiftstack,65,0.28634361233480177,N,N
swift,component,11,11,20,183,swiftstack,58,0.31693989071038253,N,N
swift,component,10,10,21,205,swiftstack,60,0.2926829268292683,N,N
swift,component,9,9,23,273,swiftstack,98,0.358974358974359,N,N
swift,component,8,8,22,318,swiftstack,72,0.22641509433962265,N,N
swift,component,7,7,23,221,swiftstack,67,0.3031674208144796,N,N
swift,component,6,6,19,154,independent,48,0.3116883116883117,N,N
swift,component,5,5,15,127,rackspace,56,0.4409448818897638,N,N
swift,component,4,4,9,163,rackspace,86,0.5276073619631901,N,Y
swift,component,3,3,6,160,rackspace,101,0.63125,N,Y
